Unnamed: 0,image_filename,realative_coordinates,label,fold
551,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-18.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
552,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-25.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
553,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-28.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
554,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-30.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
555,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-04.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
556,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-07.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
557,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-09.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
558,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-14.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
559,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-17.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
560,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-19.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
561,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-22.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
562,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-24.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
563,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-27.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
564,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-01.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
565,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-04.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
566,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-06.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
567,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-09.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
568,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-14.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
569,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-16.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
570,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-19.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
571,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-21.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
572,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-24.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
573,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-03.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
574,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-08.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
575,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-10.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
576,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-13.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
577,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-15.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
578,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-18.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
579,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-20.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
580,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-28.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
581,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-03.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
582,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-08.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
583,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-10.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
584,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-13.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
585,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-15.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
586,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-28.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
587,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-30.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
588,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-02.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
589,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-04.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
590,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-12.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
591,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-17.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
592,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-19.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
593,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-22.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
594,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-29.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
595,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-02.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
596,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-04.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
597,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-07.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
598,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-09.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
599,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-12.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
600,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-14.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
601,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-19.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
602,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-24.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
603,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-27.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
604,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-01.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
605,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-06.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
606,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-08.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
607,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-16.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
608,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-18.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
609,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-21.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
610,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-23.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
611,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-28.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
612,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-07.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
613,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-12.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
614,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-15.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
615,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-20.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
616,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-22.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
617,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-27.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
618,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-30.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
619,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-02.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
620,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-05.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
621,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-07.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
622,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-10.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
623,./data/predictors_data generating predictor 004.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-15.png,"[0.2256184888901771, 0.24780180462130375, 0.9352277333346137, 0.6048983406981279]",incorrect,0
